submission_id,StimID,AnswerCertainty,AnswerPolarity,ContextType,pos,pri,rel,bch,ech,klu,bfu,conf_pos,conf_pri,2ord_bch,beta_ech,beta_klu,beta_bfu,beta_bch,pos_rank,pri_rank,rel_rank,bch_rank,ech_rank,klu_rank,bfu_rank,conf_pos_rank,conf_pri_rank,2ord_bch_rank,beta_ech_rank,beta_klu_rank,beta_bfu_rank,beta_bch_rank
5794,2,non_answer,positive,neutral,0.7000000000000001,0.7000000000000001,0.04,0.0,0.0,0.0,1.1102230249999998e-16,4,4,0,0.0,0.0,0.6931471806,0.0,1546.0,1748.5,173.0,157.0,174.5,157.0,292.0,340.5,657.5,394.0,116.5,107.0,107.0,276.5
5794,3,low_certainty,positive,negative,0.5,0.25,0.11,0.25,0.1887218755,0.3798721295,0.6666666667000001,2,3,1,8.11e-08,0.8128152406,4.1971716232,5.3734707989,1218.0,597.5,251.5,1321.0,1054.5,1221.0,965.0,42.0,318.5,1214.0,730.0,762.0,289.5,807.0
5794,5,exhaustive,positive,negative,0.95,0.1,1.0,0.85,0.1825986365,0.9986727122,0.9941520468,6,5,1,2.461e-07,1.0,11.6063100267,53.8518719378,2038.5,254.5,2134.0,2281.0,1015.0,2259.5,1947.0,1390.0,1191.0,1214.0,1285.0,2004.0,1437.5,1388.0
5794,6,high_certainty,positive,neutral,0.76,0.63,0.84,0.13,0.1556318133,0.1206016646,0.4623044097,4,3,1,1.052e-07,0.4609110822,6.6301750076,11.5851998563,1666.5,1556.5,1365.0,888.0,915.0,762.0,658.5,340.5,318.5,1214.0,837.0,529.0,401.0,878.0
5794,7,high_certainty,positive,negative,0.78,0.18,0.56,0.6000000000000001,0.0800904572,0.9414517046,0.9380863039,5,2,3,1.6690000000000005e-07,0.9944520645,9.1772368476,41.9363546757,1683.0,423.0,631.5,2056.5,670.5,2031.0,1661.0,741.5,116.0,2137.0,1047.0,1128.0,902.5,1217.5
5794,8,high_certainty,negative,positive,0.16,0.54,0.33,0.38,0.3610688842,0.6443462369,0.8377425044,4,2,2,2.096e-07,0.9221194126,6.7118775278000005,16.9586706552,672.0,1334.0,423.0,1651.5,1504.0,1560.0,1373.0,340.5,116.0,1844.5,1178.0,895.0,447.5,908.5
5794,9,low_certainty,negative,negative,0.04,0.09,0.65,0.05,0.194177628,0.0608913215,0.5787037037,5,4,1,2.0700000000000001e-07,0.5199433382,9.0886552519,24.9776840206,317.0,200.0,837.0,531.5,1076.5,577.5,836.0,741.5,657.5,1214.0,1165.0,566.0,681.5,1038.5
5794,10,non_answer,positive,positive,0.48,0.48,0.04,0.0,0.0,0.0,0.0,2,1,1,1.54e-08,0.0638046066,2.0156277761,2.4923340802,1153.5,972.5,173.0,157.0,174.5,157.0,143.0,42.0,20.0,1214.0,326.5,290.0,235.5,791.5
5794,11,exhaustive,negative,positive,0.01,0.63,0.98,0.62,0.8698789568,0.9549112104,0.9940676607,7,3,4,9.1e-07,1.0,14.0993960176,206.519359781,204.0,1556.5,1834.5,2086.0,2161.0,2061.0,1942.0,2058.0,318.5,2264.0,2281.0,2004.0,2146.0,2299.5
5794,12,high_certainty,negative,neutral,0.01,0.2,0.61,0.19,0.6411349590000001,0.4518933882,0.9595959596,6,3,3,6.271e-07,0.9975325018,11.6379454383,90.4147558146,204.0,479.0,751.5,1092.0,1959.0,1320.5,1759.5,1390.0,318.5,2137.0,2004.5,1163.0,1624.0,1764.5
5795,1,exhaustive,negative,neutral,0.06,0.75,0.94,0.6900000000000001,0.4838332053,0.9735428738,0.9787234043,6,6,0,3.423e-07,1.0,11.9606285478,1e-10,431.5,1885.5,1678.0,2155.0,1752.5,2117.0,1854.0,1390.0,1822.5,394.0,1534.0,2004.0,1752.5,670.0
5795,3,low_certainty,negative,positive,0.3,0.61,0.68,0.31,0.0835086493,0.4794799487,0.7259953162,6,5,1,1.1460000000000001e-07,0.9999659623,11.5493463255,53.8518719377,911.5,1524.0,911.0,1522.5,687.5,1368.0,1081.0,1390.0,1191.0,1214.0,869.5,1369.0,1257.0,1269.0
5795,4,high_certainty,positive,negative,0.55,0.46,0.59,0.09,0.0026039848,0.05250546,0.303030303,4,4,0,1.3e-09,0.3338102955,5.012924357,0.0,1318.0,953.5,677.0,686.5,380.0,546.0,491.5,340.5,657.5,394.0,237.0,475.0,320.5,276.5
5795,5,high_certainty,negative,positive,0.38,0.5,0.64,0.12,0.0419579778,0.0920916251,0.3870967742,4,5,1,8.7e-09,0.781860592,9.0886552519,24.9776840207,1025.0,1134.5,799.5,857.0,554.5,692.0,581.5,340.5,1191.0,1214.0,280.5,730.0,681.5,1097.5
5795,6,low_certainty,negative,negative,0.17,0.04,0.59,0.13,0.4154125897,0.3402681295,0.7965686275,5,6,1,3.7100000000000003e-07,0.9996643964,11.5493463255,53.8518719377,684.5,90.5,677.0,888.0,1620.0,1147.0,1269.0,741.5,1822.5,1214.0,1598.0,1281.0,1257.0,1269.0
5795,7,non_answer,positive,neutral,0.5,0.38,0.0,0.12,0.0419579778,0.0938382585,0.3870967742,4,4,0,2.07e-08,0.5163814834,5.2972751751,1e-10,1218.0,833.0,64.5,857.0,554.5,694.0,581.5,340.5,657.5,394.0,363.0,564.0,332.5,670.0
5795,9,low_certainty,positive,neutral,0.84,0.88,0.73,0.04,0.1049486894,0.0228304514,0.2840909091,6,6,0,7.52e-08,0.4567332297,9.1130240885,0.0,1781.5,2178.5,1070.5,462.5,774.5,465.0,481.5,1390.0,1822.5,394.0,709.5,527.0,782.0,276.5
5795,10,exhaustive,positive,neutral,1.0,0.58,0.96,0.42,0.981453895,0.8362713031000001,1.0,7,4,3,9.256e-07,1.0,14.0993483278,194.9341599248,2251.5,1401.0,1765.5,1754.0,2261.0,1808.5,2161.0,2058.0,657.5,2137.0,2298.0,2004.0,2138.0,2260.0
5795,11,exhaustive,negative,negative,0.0,0.31,1.0,0.31,0.8931734584000001,0.7084800593,1.0,7,4,3,8.829e-07,1.0,14.099211813,194.9341599248,92.5,738.5,2134.0,1522.5,2193.5,1664.5,2161.0,2058.0,657.5,2137.0,2252.5,2004.0,2133.0,2260.0
5795,12,non_answer,positive,positive,0.72,0.72,0.08,0.0,0.0,0.0,0.0,6,6,0,0.0,0.0,0.6931471806,0.0,1585.5,1821.0,211.5,157.0,174.5,157.0,143.0,1390.0,1822.5,394.0,116.5,107.0,107.0,276.5
5797,1,non_answer,positive,positive,0.95,0.95,0.0,0.0,0.0,0.0,-2.2204460489999999e-16,6,6,0,0.0,0.0,0.6931471806,0.0,2038.5,2307.0,64.5,157.0,174.5,157.0,8.0,1390.0,1822.5,394.0,116.5,107.0,107.0,276.5
5797,2,low_certainty,negative,neutral,0.18,0.73,0.74,0.55,0.1613875905,0.8879538268,0.918810558,6,6,0,1.292e-07,1.0,11.7338584821,0.0,695.0,1835.5,1084.5,1990.5,957.5,1882.0,1593.0,1390.0,1822.5,394.0,928.5,2004.0,1726.0,276.5
5797,4,high_certainty,negative,neutral,0.2,0.5,0.19,0.3,0.2780719051,0.4728574236,0.75,5,5,0,1.782e-07,0.9999830001,8.6669643424,1e-10,738.0,1134.5,308.0,1472.5,1311.0,1356.5,1151.0,741.5,1191.0,394.0,1079.5,1385.0,559.5,670.0
5797,5,low_certainty,positive,positive,0.97,0.94,0.61,0.03,0.1330530613,0.0316424807,0.5154639175,6,6,0,7.13e-08,0.6576290648,8.8254154939,1e-10,2098.0,2297.0,751.5,426.0,863.0,498.0,724.0,1390.0,1822.5,394.0,685.5,639.0,574.5,670.0
5797,6,low_certainty,negative,negative,0.02,0.08,0.78,0.06,0.2607386477,0.1073626193,0.7653061224000001,6,6,0,1.41e-07,0.9900874535,9.5184157133,1e-10,246.5,183.0,1203.0,592.0,1258.0,727.0,1189.0,1390.0,1822.5,394.0,974.5,1087.5,960.0,670.0
5797,7,exhaustive,positive,negative,0.97,0.52,0.99,0.45,0.8044536782,0.8231882716000001,0.9664948454,6,4,2,6.397e-07,1.0,11.6312549634,78.8295559584,2098.0,1314.5,1892.0,1793.0,2119.0,1794.0,1791.0,1390.0,657.5,1844.5,2019.0,2004.0,1516.0,1669.5
5797,8,exhaustive,positive,neutral,0.99,0.5,1.0,0.49,0.9192068641,0.8795537908000001,0.9898989899,7,5,2,8.724e-07,1.0,14.0921364057,169.9564759041,2144.0,1134.5,2134.0,1856.5,2215.0,1863.0,1910.0,2058.0,1191.0,1844.5,2249.0,2004.0,2023.0,2100.0
5797,9,high_certainty,positive,negative,0.88,0.12,0.8,0.76,0.0,0.9934626239,0.9814049587,6,6,0,0.0,1.0,12.0572542063,0.0,1848.5,321.0,1269.0,2230.5,174.5,2213.0,1867.0,1390.0,1822.5,394.0,116.5,2004.0,1765.0,276.5
5797,11,high_certainty,positive,positive,0.99,0.91,0.97,0.08,0.3556766812,0.1846334516,0.8978675645,7,6,1,3.994e-07,0.9999861611,14.0102263806,116.1046039663,2144.0,2268.0,1797.5,656.5,1492.0,894.5,1530.5,2058.0,1822.5,1214.0,1664.5,1394.5,1859.0,1890.0
5797,12,exhaustive,negative,neutral,0.0,0.04,1.0,0.04,0.2422921891,0.1268149108,1.0,7,7,0,1.279e-07,0.9999999089,11.5737362699,0.0,92.5,90.5,2134.0,462.5,1170.0,771.5,2161.0,2058.0,2237.0,394.0,926.0,1530.5,1424.5,276.5
5798,1,exhaustive,negative,neutral,0.98,0.5,0.98,0.48,0.8585594575000001,0.8615029438,0.9795918367,6,7,1,5.627e-07,1.0,14.0102263806,116.1046039664,2116.0,1134.5,1834.5,1839.5,2158.0,1843.0,1858.0,1390.0,2237.0,1214.0,1931.5,2004.0,1859.0,2003.5
5798,2,exhaustive,positive,negative,0.93,0.23,0.98,0.7000000000000001,0.4120876526,0.9766839414,0.9775171065,6,4,2,4.417e-07,1.0,11.6312549634,78.8295559583,1984.0,545.5,1834.5,2172.5,1579.0,2120.0,1852.0,1390.0,657.5,1844.5,1733.0,2004.0,1516.0,1605.0
5798,3,non_answer,positive,neutral,0.5,0.5,0.0,0.0,0.0,0.0,0.0,6,5,1,3.41e-08,0.0577998196,11.5493463255,53.8518719378,1218.0,1134.5,64.5,157.0,174.5,157.0,143.0,1390.0,1191.0,1214.0,462.0,250.5,1257.0,1388.0
5798,4,high_certainty,positive,positive,0.53,0.18,0.91,0.35,0.3173245428,0.6438318408,0.8053382421,6,6,0,2.65e-07,1.0,11.2818825214,1e-10,1295.5,423.0,1598.0,1592.0,1406.0,1559.0,1287.0,1390.0,1822.5,394.0,1344.0,2004.0,1084.5,670.0
5798,5,high_certainty,negative,neutral,0.15,0.59,0.8300000000000001,0.44,0.366660164,0.7474776767,0.8773678963,6,5,1,3.379000000000001e-07,1.0,11.5493463255,53.8518719378,650.0,1417.0,1347.5,1774.0,1527.0,1699.5,1458.5,1390.0,1191.0,1214.0,1524.0,2004.0,1257.0,1388.0
5798,6,high_certainty,positive,negative,0.67,0.03,0.86,0.64,0.7205345149,0.9967568555,0.9847668872,6,6,0,5.013e-07,1.0,11.8854061252,0.0,1494.0,79.0,1427.0,2096.5,2040.5,2238.0,1883.0,1390.0,1822.5,394.0,1847.0,2004.0,1743.0,276.5
5798,7,low_certainty,negative,positive,0.31,0.84,0.76,0.53,0.2588639037,0.9020655092,0.9144237405,4,3,1,3.6600000000000003e-08,0.9994300573,6.6301750076,11.5851998561,943.5,2102.0,1159.0,1960.0,1253.0,1962.0,1575.5,340.5,318.5,1214.0,482.0,1248.0,401.0,834.0
5798,8,low_certainty,positive,positive,0.98,0.91,0.97,0.07,0.2950292745,0.1317963642,0.7936507937,7,6,1,3.671e-07,0.9985621366,14.0102263806,116.1046039663,2116.0,2268.0,1797.5,621.5,1363.0,785.5,1258.5,2058.0,1822.5,1214.0,1587.5,1195.5,1859.0,1890.0
5798,9,high_certainty,negative,negative,0.05,0.18,0.96,0.13,0.3936800886,0.2224802637,0.7602339181000001,7,6,1,4.4570000000000003e-07,0.9999771743,14.0102263806,116.1046039663,375.0,423.0,1765.5,888.0,1565.0,944.0,1181.0,2058.0,1822.5,1214.0,1741.0,1374.0,1859.0,1890.0
5798,10,low_certainty,positive,negative,0.95,0.73,0.8200000000000001,0.22,0.5550676791,0.423740002,0.8576998051,6,6,0,3.906e-07,1.0,10.817591803,1e-10,2038.5,1835.5,1332.5,1232.0,1864.5,1284.0,1416.0,1390.0,1822.5,394.0,1647.5,2004.0,1053.0,670.0
5799,1,non_answer,positive,positive,0.9,0.8,0.65,0.1,0.2529325013,0.1147468135,0.5555555556,6,5,1,2.737e-07,0.9027592826,11.5493463255,53.8518719379,1907.0,2015.0,837.0,757.5,1228.0,750.5,782.5,1390.0,1191.0,1214.0,1371.5,866.5,1257.0,1531.0
5799,2,exhaustive,positive,negative,1.0,0.15,1.0,0.85,0.6098403047000001,0.9981675404,1.0,7,5,2,6.629e-07,1.0,14.1045338154,169.9564759042,2251.5,371.5,2134.0,2281.0,1929.0,2251.5,2161.0,2058.0,1191.0,1844.5,2044.5,2004.0,2277.5,2163.5
5799,3,exhaustive,negative,positive,0.05,0.6000000000000001,0.96,0.55,0.6845536373000001,0.9014363025,0.9649122807,6,3,3,6.072e-07,0.9999997269,11.6379454383,90.4147558146,375.0,1471.5,1765.5,1990.5,2001.5,1960.5,1785.5,1390.0,318.5,2137.0,1983.5,1499.5,1624.0,1764.5
5799,4,high_certainty,positive,negative,0.66,0.1,0.67,0.56,0.4558231114,0.9520636337,0.9427609428,5,3,2,5.18e-08,0.9998212395,9.1705476419,36.5628838768,1483.0,254.5,892.0,2010.5,1678.5,2049.0,1680.0,741.5,318.5,1844.5,563.0,1307.0,840.0,1153.5
5799,6,low_certainty,positive,positive,0.55,0.65,0.55,0.1,0.0587063986,0.0680386131,0.3418803419,5,4,1,2.1e-09,0.4333254264,9.0886552519,24.9776840206,1318.0,1611.5,607.0,757.5,606.5,620.5,540.0,741.5,657.5,1214.0,240.5,514.0,681.5,1038.5
5799,7,exhaustive,negative,positive,0.5,0.75,0.4,0.25,0.1887218755,0.3798721295,0.6666666667000001,1,3,2,9.64e-08,0.8779874349000001,4.276713633,7.8658048791,1218.0,1885.5,471.0,1321.0,1054.5,1221.0,965.0,5.0,318.5,1844.5,795.0,824.0,309.0,829.0
5799,8,high_certainty,negative,neutral,0.1,0.25,0.7000000000000001,0.15,0.3422825309,0.2139288736,0.6666666667000001,5,2,3,3.527000000000001e-07,0.6812445675000001,9.1772368476,41.9363546757,540.5,597.5,986.0,976.0,1470.0,927.0,965.0,741.5,116.0,2137.0,1563.0,653.5,902.5,1217.5
5799,9,low_certainty,negative,neutral,0.2,0.8,0.75,0.6000000000000001,0.0,0.9369042656,0.9375,4,5,1,7.84e-08,1.0,9.0886552519,24.9776840205,738.0,2015.0,1119.5,2056.5,174.5,2023.5,1656.0,340.5,1191.0,1214.0,722.5,2004.0,681.5,954.5
5799,10,high_certainty,negative,neutral,0.25,0.4,0.65,0.15,0.15967247,0.1526323008,0.5,5,2,3,1.917e-07,0.5426375948000001,9.1772368476,41.9363546757,838.0,874.5,837.0,976.0,948.0,829.0,701.0,741.5,116.0,2137.0,1124.0,573.0,902.5,1217.5
5799,11,high_certainty,positive,negative,0.9,0.65,0.8,0.25,0.4650724618,0.4269417922,0.7936507937,6,2,4,5.122e-07,0.8926642378,11.6385144577,95.7882266136,1907.0,1611.5,1269.0,1321.0,1694.5,1291.0,1258.5,1390.0,116.0,2264.0,1863.0,839.5,1677.0,1831.0
