submission_id,StimID,AnswerCertainty,AnswerPolarity,ContextType,pos,pri,rel,bch,ech,klu,bfu,conf_pos,conf_pri,2ord_bch,beta_ech,beta_klu,beta_bfu,beta_bch,RowID,GroupID,pos_rank,pri_rank,rel_rank,bch_rank,ech_rank,klu_rank,bfu_rank,conf_pos_rank,conf_pri_rank,2ord_bch_rank,beta_ech_rank,beta_klu_rank,beta_bfu_rank,beta_bch_rank,pos_rank_diff,pri_rank_diff,rel_rank_diff,bch_rank_diff,ech_rank_diff,klu_rank_diff,bfu_rank_diff,conf_pos_rank_diff,conf_pri_rank_diff,2ord_bch_rank_diff,beta_ech_rank_diff,beta_klu_rank_diff,beta_bfu_rank_diff,beta_bch_rank_diff,pos_mean,pos_rank_mean,pos_rank_diff_mean,pri_mean,pri_rank_mean,pri_rank_diff_mean,rel_mean,rel_rank_mean,rel_rank_diff_mean,bch_mean,bch_rank_mean,bch_rank_diff_mean,ech_mean,ech_rank_mean,ech_rank_diff_mean,klu_mean,klu_rank_mean,klu_rank_diff_mean,bfu_mean,bfu_rank_mean,bfu_rank_diff_mean,conf_pos_mean,conf_pos_rank_mean,conf_pos_rank_diff_mean,conf_pri_mean,conf_pri_rank_mean,conf_pri_rank_diff_mean,2ord_bch_mean,2ord_bch_rank_mean,2ord_bch_rank_diff_mean,beta_ech_mean,beta_ech_rank_mean,beta_ech_rank_diff_mean,beta_klu_mean,beta_klu_rank_mean,beta_klu_rank_diff_mean,beta_bfu_mean,beta_bfu_rank_mean,beta_bfu_rank_diff_mean,beta_bch_mean,beta_bch_rank_mean,beta_bch_rank_diff_mean
5794,2,non_answer,positive,neutral,0.7000000000000001,0.7000000000000001,0.04,0.0,0.0,0.0,1.1102230249999998e-16,4,4,0,0.0,0.0,0.6931471806,0.0,2non_answerpositiveneutral5794,2non_answerpositiveneutral,1546.0,1748.5,173.0,157.0,174.5,157.0,292.0,340.5,657.5,394.0,116.5,107.0,107.0,276.5,1373.0,1575.5,0.0,-16.0,1.5,-16.0,119.0,167.5,484.5,221.0,-56.5,-66.0,-66.0,103.5,0.4491666666666667,1129.375,489.9583333333333,0.7225,1807.7083333333333,1168.2916666666667,0.3825,639.4166666666666,0.0,0.2733333333333334,1122.25,482.8333333333333,0.19440358402500002,903.9166666666666,264.5,0.415599728825,1080.5833333333333,441.1666666666667,0.5173235133333334,954.8333333333334,315.4166666666667,4.583333333333333,679.875,40.458333333333336,4.833333333333333,1186.7083333333333,547.2916666666666,0.75,977.4166666666666,338.0,1.5653333333333333e-07,792.7916666666666,153.375,0.6341595601416666,1095.7083333333333,456.2916666666667,7.465508987333333,842.8333333333334,203.41666666666666,38.35808464309167,1016.375,376.9583333333333
5839,2,non_answer,positive,neutral,0.5,0.7000000000000001,0.03,0.2,0.1187091008,0.2514331054,0.5714285714,4,4,0,5.74e-08,0.8716736826,5.8040885898,1e-10,2non_answerpositiveneutral5839,2non_answerpositiveneutral,1218.0,1748.5,161.0,1151.0,825.0,1003.5,815.0,340.5,657.5,394.0,596.5,815.0,342.5,670.0,1057.0,1587.5,0.0,990.0,664.0,842.5,654.0,179.5,496.5,233.0,435.5,654.0,181.5,509.0,0.4491666666666667,1129.375,489.9583333333333,0.7225,1807.7083333333333,1168.2916666666667,0.3825,639.4166666666666,0.0,0.2733333333333334,1122.25,482.8333333333333,0.19440358402500002,903.9166666666666,264.5,0.415599728825,1080.5833333333333,441.1666666666667,0.5173235133333334,954.8333333333334,315.4166666666667,4.583333333333333,679.875,40.458333333333336,4.833333333333333,1186.7083333333333,547.2916666666666,0.75,977.4166666666666,338.0,1.5653333333333333e-07,792.7916666666666,153.375,0.6341595601416666,1095.7083333333333,456.2916666666667,7.465508987333333,842.8333333333334,203.41666666666666,38.35808464309167,1016.375,376.9583333333333
5857,2,non_answer,positive,neutral,0.7000000000000001,0.7000000000000001,0.0,0.0,0.0,0.0,1.1102230249999998e-16,2,2,0,0.0,0.0,0.6931471806,0.0,2non_answerpositiveneutral5857,2non_answerpositiveneutral,1546.0,1748.5,64.5,157.0,174.5,157.0,292.0,42.0,116.0,394.0,116.5,107.0,107.0,276.5,1481.5,1684.0,0.0,92.5,110.0,92.5,227.5,-22.5,51.5,329.5,52.0,42.5,42.5,212.0,0.4491666666666667,1129.375,489.9583333333333,0.7225,1807.7083333333333,1168.2916666666667,0.3825,639.4166666666666,0.0,0.2733333333333334,1122.25,482.8333333333333,0.19440358402500002,903.9166666666666,264.5,0.415599728825,1080.5833333333333,441.1666666666667,0.5173235133333334,954.8333333333334,315.4166666666667,4.583333333333333,679.875,40.458333333333336,4.833333333333333,1186.7083333333333,547.2916666666666,0.75,977.4166666666666,338.0,1.5653333333333333e-07,792.7916666666666,153.375,0.6341595601416666,1095.7083333333333,456.2916666666667,7.465508987333333,842.8333333333334,203.41666666666666,38.35808464309167,1016.375,376.9583333333333
5866,2,non_answer,positive,neutral,0.75,0.75,0.0,0.0,0.0,0.0,0.0,4,4,0,0.0,0.0,0.6931471806,0.0,2non_answerpositiveneutral5866,2non_answerpositiveneutral,1635.5,1885.5,64.5,157.0,174.5,157.0,143.0,340.5,657.5,394.0,116.5,107.0,107.0,276.5,1571.0,1821.0,0.0,92.5,110.0,92.5,78.5,276.0,593.0,329.5,52.0,42.5,42.5,212.0,0.4491666666666667,1129.375,489.9583333333333,0.7225,1807.7083333333333,1168.2916666666667,0.3825,639.4166666666666,0.0,0.2733333333333334,1122.25,482.8333333333333,0.19440358402500002,903.9166666666666,264.5,0.415599728825,1080.5833333333333,441.1666666666667,0.5173235133333334,954.8333333333334,315.4166666666667,4.583333333333333,679.875,40.458333333333336,4.833333333333333,1186.7083333333333,547.2916666666666,0.75,977.4166666666666,338.0,1.5653333333333333e-07,792.7916666666666,153.375,0.6341595601416666,1095.7083333333333,456.2916666666667,7.465508987333333,842.8333333333334,203.41666666666666,38.35808464309167,1016.375,376.9583333333333
5906,2,non_answer,positive,neutral,0.55,0.55,0.0,0.0,0.0,0.0,0.0,5,5,0,0.0,0.0,0.6931471806,0.0,2non_answerpositiveneutral5906,2non_answerpositiveneutral,1318.0,1355.5,64.5,157.0,174.5,157.0,143.0,741.5,1191.0,394.0,116.5,107.0,107.0,276.5,1253.5,1291.0,0.0,92.5,110.0,92.5,78.5,677.0,1126.5,329.5,52.0,42.5,42.5,212.0,0.4491666666666667,1129.375,489.9583333333333,0.7225,1807.7083333333333,1168.2916666666667,0.3825,639.4166666666666,0.0,0.2733333333333334,1122.25,482.8333333333333,0.19440358402500002,903.9166666666666,264.5,0.415599728825,1080.5833333333333,441.1666666666667,0.5173235133333334,954.8333333333334,315.4166666666667,4.583333333333333,679.875,40.458333333333336,4.833333333333333,1186.7083333333333,547.2916666666666,0.75,977.4166666666666,338.0,1.5653333333333333e-07,792.7916666666666,153.375,0.6341595601416666,1095.7083333333333,456.2916666666667,7.465508987333333,842.8333333333334,203.41666666666666,38.35808464309167,1016.375,376.9583333333333
5907,2,non_answer,positive,neutral,0.1,0.8,0.8,0.7000000000000001,0.2529325013,0.9777634453,0.9722222222,5,6,1,4.76e-08,1.0,11.5493463255,53.8518719378,2non_answerpositiveneutral5907,2non_answerpositiveneutral,540.5,2015.0,1269.0,2172.5,1228.0,2130.0,1827.0,741.5,1822.5,1214.0,539.0,2004.0,1257.0,1388.0,-728.5,746.0,0.0,903.5,-41.0,861.0,558.0,-527.5,553.5,-55.0,-730.0,735.0,-12.0,119.0,0.4491666666666667,1129.375,489.9583333333333,0.7225,1807.7083333333333,1168.2916666666667,0.3825,639.4166666666666,0.0,0.2733333333333334,1122.25,482.8333333333333,0.19440358402500002,903.9166666666666,264.5,0.415599728825,1080.5833333333333,441.1666666666667,0.5173235133333334,954.8333333333334,315.4166666666667,4.583333333333333,679.875,40.458333333333336,4.833333333333333,1186.7083333333333,547.2916666666666,0.75,977.4166666666666,338.0,1.5653333333333333e-07,792.7916666666666,153.375,0.6341595601416666,1095.7083333333333,456.2916666666667,7.465508987333333,842.8333333333334,203.41666666666666,38.35808464309167,1016.375,376.9583333333333
5933,2,non_answer,positive,neutral,0.05,0.63,0.94,0.58,0.6642751356000001,0.9223063614,0.9690893901,6,4,2,5.68e-07,1.0,11.6312549634,78.8295559584,2non_answerpositiveneutral5933,2non_answerpositiveneutral,375.0,1556.5,1678.0,2026.5,1981.5,1990.5,1808.5,1390.0,657.5,1844.5,1939.0,2004.0,1516.0,1669.5,-1303.0,-121.5,0.0,348.5,303.5,312.5,130.5,-288.0,-1020.5,166.5,261.0,326.0,-162.0,-8.5,0.4491666666666667,1129.375,489.9583333333333,0.7225,1807.7083333333333,1168.2916666666667,0.3825,639.4166666666666,0.0,0.2733333333333334,1122.25,482.8333333333333,0.19440358402500002,903.9166666666666,264.5,0.415599728825,1080.5833333333333,441.1666666666667,0.5173235133333334,954.8333333333334,315.4166666666667,4.583333333333333,679.875,40.458333333333336,4.833333333333333,1186.7083333333333,547.2916666666666,0.75,977.4166666666666,338.0,1.5653333333333333e-07,792.7916666666666,153.375,0.6341595601416666,1095.7083333333333,456.2916666666667,7.465508987333333,842.8333333333334,203.41666666666666,38.35808464309167,1016.375,376.9583333333333
5947,2,non_answer,positive,neutral,0.55,0.66,0.19,0.11,0.067955749,0.0823156859,0.3703703704,4,5,1,7.65e-08,0.7398761864000001,9.0886552519,24.9776840205,2non_answerpositiveneutral5947,2non_answerpositiveneutral,1318.0,1645.5,308.0,830.0,638.0,670.0,571.0,340.5,1191.0,1214.0,712.0,700.0,681.5,954.5,1010.0,1337.5,0.0,522.0,330.0,362.0,263.0,32.5,883.0,906.0,404.0,392.0,373.5,646.5,0.4491666666666667,1129.375,489.9583333333333,0.7225,1807.7083333333333,1168.2916666666667,0.3825,639.4166666666666,0.0,0.2733333333333334,1122.25,482.8333333333333,0.19440358402500002,903.9166666666666,264.5,0.415599728825,1080.5833333333333,441.1666666666667,0.5173235133333334,954.8333333333334,315.4166666666667,4.583333333333333,679.875,40.458333333333336,4.833333333333333,1186.7083333333333,547.2916666666666,0.75,977.4166666666666,338.0,1.5653333333333333e-07,792.7916666666666,153.375,0.6341595601416666,1095.7083333333333,456.2916666666667,7.465508987333333,842.8333333333334,203.41666666666666,38.35808464309167,1016.375,376.9583333333333
5971,2,non_answer,positive,neutral,0.12,0.71,0.9,0.59,0.3393603811,0.920841491,0.9443021767,7,6,1,4.045e-07,1.0,14.0102263806,116.1046039664,2non_answerpositiveneutral5971,2non_answerpositiveneutral,602.0,1805.0,1541.0,2034.5,1455.0,1986.0,1684.0,2058.0,1822.5,1214.0,1672.0,2004.0,1859.0,2003.5,-939.0,264.0,0.0,493.5,-86.0,445.0,143.0,517.0,281.5,-327.0,131.0,463.0,318.0,462.5,0.4491666666666667,1129.375,489.9583333333333,0.7225,1807.7083333333333,1168.2916666666667,0.3825,639.4166666666666,0.0,0.2733333333333334,1122.25,482.8333333333333,0.19440358402500002,903.9166666666666,264.5,0.415599728825,1080.5833333333333,441.1666666666667,0.5173235133333334,954.8333333333334,315.4166666666667,4.583333333333333,679.875,40.458333333333336,4.833333333333333,1186.7083333333333,547.2916666666666,0.75,977.4166666666666,338.0,1.5653333333333333e-07,792.7916666666666,153.375,0.6341595601416666,1095.7083333333333,456.2916666666667,7.465508987333333,842.8333333333334,203.41666666666666,38.35808464309167,1016.375,376.9583333333333
5997,2,non_answer,positive,neutral,0.15,0.75,0.7000000000000001,0.6000000000000001,0.2014378197,0.9295980514,0.9411764706,5,6,1,4.52e-08,1.0,11.5493463255,53.8518719379,2non_answerpositiveneutral5997,2non_answerpositiveneutral,650.0,1885.5,986.0,2056.5,1092.5,2012.5,1671.0,741.5,1822.5,1214.0,529.5,2004.0,1257.0,1531.0,-336.0,899.5,0.0,1070.5,106.5,1026.5,685.0,-244.5,836.5,228.0,-456.5,1018.0,271.0,545.0,0.4491666666666667,1129.375,489.9583333333333,0.7225,1807.7083333333333,1168.2916666666667,0.3825,639.4166666666666,0.0,0.2733333333333334,1122.25,482.8333333333333,0.19440358402500002,903.9166666666666,264.5,0.415599728825,1080.5833333333333,441.1666666666667,0.5173235133333334,954.8333333333334,315.4166666666667,4.583333333333333,679.875,40.458333333333336,4.833333333333333,1186.7083333333333,547.2916666666666,0.75,977.4166666666666,338.0,1.5653333333333333e-07,792.7916666666666,153.375,0.6341595601416666,1095.7083333333333,456.2916666666667,7.465508987333333,842.8333333333334,203.41666666666666,38.35808464309167,1016.375,376.9583333333333
